City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,afaahiti,-17.75,-149.2833,22.63,80,100,5.27,PF,1728910673
361,polyarnyy,69.1989,33.4478,5.19,86,100,3.91,RU,1728910674
362,haiku-pauwela,20.9219,-156.3051,23.36,92,100,5.36,US,1728910675
363,melfort,52.8667,-104.6177,1.07,80,1,4.63,CA,1728910676
364,alofi,-19.0595,-169.9187,22.94,94,20,2.06,NU,1728910678
365,gaya,24.7833,85.0,25.59,61,5,1.97,IN,1728910679
366,berehomet,48.1788,25.3486,13.71,41,11,3.53,UA,1728910681
367,ilheus,-14.7889,-39.0494,25.9,100,75,3.09,BR,1728910682
368,santa sylvina,-27.8326,-61.1375,24.95,71,100,5.22,AR,1728910683
369,ebon,4.582,168.6964,29.26,75,53,7.42,MH,1728910684
370,santa elena de uairen,4.6167,-61.1333,26.28,49,43,1.95,VE,1728910685
371,ouesso,1.6136,16.0517,26.98,71,99,1.29,CG,1728910687
372,yuktae-dong,40.0247,128.1597,17.31,79,100,1.54,KP,1728910688
373,moron,-34.6534,-58.6198,18.33,85,100,6.26,AR,1728910468
374,qamdo,31.1667,97.2333,5.23,39,65,1.39,CN,1728910690
375,lazarevskoye,43.9061,39.3331,18.89,65,100,2.42,RU,1728910692
376,pakse,15.1167,105.7833,29.08,74,20,1.03,LA,1728910693
377,cumbal,0.9088,-77.7915,7.06,93,40,0.0,CO,1728910694
378,kokkola,63.8385,23.1307,7.24,88,100,1.54,FI,1728910695
379,banchory,57.0517,-2.4882,13.41,67,72,2.85,GB,1728910696
380,okhotsk,59.3833,143.3,2.17,67,100,1.4,RU,1728910697
381,sola,-13.8833,167.55,26.01,85,91,11.6,VU,1728910698
382,hegang,47.4,130.3667,16.7,57,78,7.52,CN,1728910699
383,nhamunda,-2.1861,-56.7131,35.17,34,100,2.24,BR,1728910700
384,sitka,57.0531,-135.33,9.94,71,75,4.63,US,1728910603
385,robore,-18.3333,-59.75,26.05,83,100,0.0,BO,1728910702
386,hadibu,12.65,54.0333,29.11,54,86,1.37,YE,1728910704
387,reggane,26.7158,0.1714,37.56,15,2,5.39,DZ,1728910705
388,kholmsk,47.0511,142.0569,14.54,86,88,6.85,RU,1728910706
389,fortuna,40.5982,-124.1573,13.29,98,100,0.0,US,1728910707
390,ryotsu-minato,38.0833,138.4333,18.68,75,96,1.22,JP,1728910708
391,beboto,8.2668,16.939,30.38,59,46,0.75,TD,1728910709
392,nadi,-17.8,177.4167,25.0,83,75,0.0,FJ,1728910710
393,happy valley-goose bay,53.3168,-60.3315,3.17,87,75,3.6,CA,1728910711
394,fort polk south,31.0511,-93.2158,22.01,94,100,2.06,US,1728910712
395,nyrob,60.733,56.7202,-0.14,72,10,2.15,RU,1728910716
396,bechar,31.6167,-2.2167,17.18,77,40,9.26,DZ,1728910717
397,qarqaraly,49.4058,75.4742,-0.53,44,8,6.15,KZ,1728910718
398,sao jose da coroa grande,-8.8978,-35.1478,27.47,64,53,5.22,BR,1728910720
399,bonthe,7.5264,-12.505,25.71,72,100,2.75,SL,1728910721
400,aldona,15.5833,73.8667,27.88,88,100,1.35,IN,1728910722
401,lerwick,60.1545,-1.1494,8.84,81,100,9.79,GB,1728910688
402,mocimboa,-11.3167,40.35,29.28,57,65,6.46,MZ,1728910724
403,lockhart,28.6194,-81.4426,22.21,97,75,3.09,US,1728910725
404,lubango,-14.9172,13.4925,27.92,30,20,2.57,AO,1728910726
405,mirriah,13.7073,9.1501,35.34,41,0,3.09,NE,1728910727
406,la passe,45.5549,-0.8967,21.55,66,100,1.43,FR,1728910729
407,marsh harbour,26.5412,-77.0636,26.99,81,100,3.39,BS,1728910730
408,arnprior,45.4334,-76.3494,3.12,67,100,5.46,CA,1728910507
409,arkhangel'sk,64.5401,40.5433,4.06,100,100,4.0,RU,1728910620
410,puerto deseado,-47.7503,-65.8938,12.69,43,8,4.23,AR,1728910734
411,samus',56.7475,84.6992,1.24,59,100,2.14,RU,1728910735
412,amga,60.8953,131.9608,-10.85,99,100,1.02,RU,1728910736
413,puerto madryn,-42.7692,-65.0385,17.69,37,100,5.1,AR,1728910737
414,labrador city,52.9463,-66.9114,0.1,87,75,30.85,CA,1728910738
415,saldanha,-33.0117,17.9442,22.03,56,0,15.04,ZA,1728910495
416,susuman,62.7833,148.1667,-8.55,97,100,1.29,RU,1728910740
417,huambo,-12.7761,15.7392,27.89,24,75,2.06,AO,1728910498
418,camana,-16.6228,-72.7111,17.15,87,100,2.93,PE,1728910742
419,waterville,44.552,-69.6317,7.47,99,100,4.63,US,1728910743
420,muisne,0.6,-80.0333,24.59,82,98,3.54,EC,1728910744
421,imbituba,-28.24,-48.6703,21.24,65,98,6.18,BR,1728910574
422,mokwa,9.2833,5.05,28.83,70,97,2.07,NG,1728910746
423,mukalla,14.5425,49.1242,31.64,54,99,5.47,YE,1728910747
424,fetsund,59.929,11.1625,7.72,79,100,2.21,NO,1728910748
425,vilyuysk,63.7553,121.6247,-10.56,93,38,2.66,RU,1728910750
426,xining,36.6167,101.7667,11.99,64,2,3.65,CN,1728910751
427,canutama,-6.5339,-64.3831,32.43,46,58,1.78,BR,1728910752
428,aoulef,26.9667,1.0833,37.4,15,58,4.57,DZ,1728910753
429,linares,-35.85,-71.6,13.25,72,50,2.59,CL,1728910754
430,torremaggiore,41.6907,15.2963,25.64,34,42,1.98,IT,1728910756
431,jutai,-5.1833,-68.9,30.96,52,64,0.52,BR,1728910757
432,sapele,5.8941,5.6767,26.96,81,100,2.66,NG,1728910758
433,villa gesell,-37.2639,-56.973,18.16,66,100,7.85,AR,1728910759
434,nizhneangarsk,55.7833,109.55,-4.21,62,100,4.17,RU,1728910760
435,tweed heads,-28.1817,153.547,17.88,88,75,2.57,AU,1728910761
436,kisangani,0.5167,25.2,26.14,81,100,1.52,CD,1728910762
437,tevriz,57.509,72.4042,0.61,69,76,1.52,RU,1728910763
438,kailua-kona,19.6406,-155.9956,23.98,64,0,2.57,US,1728910765
439,la plata,-34.9215,-57.9545,16.81,81,100,5.2,AR,1728910499
440,novodvinsk,64.4165,40.8122,3.86,93,100,3.79,RU,1728910768
441,somerset,40.5668,-74.5496,14.54,85,100,1.34,US,1728910769
442,twon-brass,4.3151,6.2418,26.55,80,49,4.69,NG,1728910770
443,milot,19.6167,-72.2167,27.94,71,55,1.51,HT,1728910771
444,hastings,50.8552,0.5729,11.86,60,99,7.69,GB,1728910772
445,mhamid,29.82,-5.72,26.87,29,100,7.65,MA,1728910775
446,mgandu,-5.95,34.1333,30.58,14,100,3.57,TZ,1728910776
447,long beach,33.767,-118.1892,17.4,89,100,1.54,US,1728910777
448,ciudad constitucion,25.0369,-111.6644,20.73,75,0,1.82,MX,1728910778
449,shingu,33.7333,135.9833,21.72,82,84,3.85,JP,1728910779
450,port douglas,-16.4833,145.4667,24.03,84,79,4.81,AU,1728910780
451,albertina,-22.2008,-46.6158,27.86,40,96,3.08,BR,1728910781
452,turan,16.0678,108.2208,27.99,78,75,4.12,VN,1728910783
453,barcelos,41.5388,-8.6151,24.48,53,96,1.95,PT,1728910784
454,baymak,52.5933,58.3225,1.81,48,6,3.65,RU,1728910785
455,morant bay,17.8815,-76.4093,28.93,77,24,4.85,JM,1728910786
456,mokhsogollokh,61.4681,128.9203,-5.54,72,98,3.27,RU,1728910787
457,tamalin,21.35,-97.8,19.54,92,0,1.7,MX,1728910788
458,rio grande,-32.035,-52.0986,20.29,76,99,9.05,BR,1728910789
459,sant lluis,39.8526,4.2594,26.22,78,20,4.12,ES,1728910790
460,ust'-kut,56.7938,105.7672,-1.34,50,100,5.04,RU,1728910791
461,kudat,6.8837,116.8477,26.96,89,50,1.03,MY,1728910792
462,chilca,-12.5211,-76.7372,16.91,88,99,1.85,PE,1728910793
463,canguaretama,-6.38,-35.1289,30.49,47,48,7.21,BR,1728910794
464,teknaf,20.8624,92.3058,27.59,78,14,3.88,BD,1728910795
465,dunedin,-45.8742,170.5036,8.78,85,100,2.68,NZ,1728910796
466,demopolis,32.5176,-87.8364,17.97,88,0,2.57,US,1728910797
467,lagos,6.5833,3.75,27.42,80,94,2.07,NG,1728910216
468,queenstown,-31.8976,26.8753,14.98,56,100,4.01,ZA,1728910800
469,klingenthal,50.3667,12.4667,9.6,62,100,2.06,DE,1728910801
470,khash,28.2211,61.2158,27.85,8,0,6.2,IR,1728910536
471,colonel hill,22.7667,-74.2167,28.74,76,100,4.89,BS,1728910803
472,cerritos,33.8583,-118.0648,17.43,86,100,1.54,US,1728910804
473,lazdynai,54.9422,22.4897,10.13,77,100,2.52,RU,1728910805
474,muravlenko,63.7898,74.523,-1.1,93,82,4.94,RU,1728910806
475,karonga,-9.9333,33.9333,30.09,42,15,3.19,MW,1728910807
476,peniche,39.3558,-9.3811,25.67,74,80,3.34,PT,1728910808
477,colonia,50.9333,6.95,11.09,87,20,1.54,DE,1728910810
478,mangalia,43.8,28.5833,19.93,51,100,4.47,RO,1728910811
479,sri madhopur,27.4667,75.6,28.08,19,100,2.43,IN,1728910812
480,kidal,18.4411,1.4078,37.8,18,65,6.18,ML,1728910813
481,banda aceh,5.5577,95.3222,25.68,85,100,6.21,ID,1728910543
482,guerrero negro,27.9769,-114.0611,17.41,90,4,5.01,MX,1728910815
483,tottori,35.5,134.2333,23.04,60,75,3.09,JP,1728910816
484,canton,23.1167,113.25,30.24,55,41,4.39,CN,1728910817
485,sungailiat,-1.85,106.1333,26.24,83,17,0.33,ID,1728910818
486,kiunga,-6.1219,141.2906,23.38,99,100,1.35,PG,1728910819
487,humaita,-7.5061,-63.0208,32.3,48,75,1.53,BR,1728910820
488,balabac,7.9868,117.0645,28.39,76,100,2.68,PH,1728910821
489,montecito,34.4367,-119.6321,16.25,86,100,2.06,US,1728910822
490,portachuelo,-17.35,-63.4,32.5,38,13,4.25,BO,1728910823
491,guajara mirim,-10.7828,-65.3394,26.09,83,50,1.03,BR,1728910825
492,sorong,-0.8833,131.25,26.93,82,100,2.61,ID,1728910567
493,rosa zarate,0.3333,-79.4667,23.6,90,100,0.66,EC,1728910827
494,anamur,36.0751,32.8369,25.07,71,10,3.15,TR,1728910828
495,apan,19.7167,-98.4167,10.39,79,100,1.38,MX,1728910829
496,basse-terre,16.1667,-61.6667,28.58,74,0,3.09,GP,1728910830
497,camacupa,-12.0167,17.4833,34.17,15,72,1.56,AO,1728910831
498,awjilah,29.1081,21.2869,30.4,25,0,6.02,LY,1728910832
499,san andres,12.5847,-81.7006,27.01,78,20,6.17,CO,1728910804
500,kristiansund,63.1115,7.732,8.96,71,40,2.57,NO,1728910834
501,eyl,7.9803,49.8164,31.93,52,39,8.59,SO,1728910835
502,quatre cocos,-20.2078,57.7625,24.06,73,29,7.22,MU,1728910836
503,tadmur,34.5608,38.2805,30.99,25,46,1.35,SY,1728910725
504,k'olito,7.3167,38.0833,22.67,64,100,0.38,ET,1728910838
505,i-n-salah,27.1935,2.4607,40.31,11,5,2.31,DZ,1728910839
506,podgornoye,51.735,39.1496,3.12,100,100,8.0,RU,1728910840
507,egilsstadir,65.2653,-14.3948,0.95,86,75,5.66,IS,1728910841
508,ellsworth,44.5434,-68.4195,9.18,94,100,5.66,US,1728910689
509,timbuktu,16.7735,-3.0074,38.96,20,7,5.73,ML,1728910844
510,piti village,13.4626,144.6933,28.03,88,100,2.41,GU,1728910845
511,pecan plantation,32.3604,-97.6756,19.51,38,0,2.57,US,1728910846
512,bardsir,29.9227,56.5743,24.74,13,100,2.7,IR,1728910847
513,igarka,67.4667,86.5833,-3.62,86,100,7.88,RU,1728910848
514,mankono,8.0586,-6.1897,28.63,65,100,1.62,CI,1728910849
515,hithadhoo,-0.6,73.0833,28.31,73,4,4.3,MV,1728910850
516,murashi,59.3999,48.9615,3.55,50,100,3.64,RU,1728910851
517,slatina,44.4333,24.3667,22.96,28,4,3.6,RO,1728910852
518,ginir,7.1333,40.7,17.77,76,100,1.59,ET,1728910853
519,namtsy,62.7161,129.6658,-5.75,95,100,1.69,RU,1728910854
520,sambava,-14.2667,50.1667,25.61,69,9,5.72,MG,1728910855
521,constitucion,-35.3333,-72.4167,14.96,61,73,1.88,CL,1728910856
522,pandan,14.0453,124.1694,27.24,87,100,2.94,PH,1728910857
523,sao joao da barra,-21.6403,-41.0511,24.05,63,100,4.53,BR,1728910858
524,prince rupert,54.3161,-130.3201,10.83,99,0,5.66,CA,1728910859
525,tshikapa,-6.4167,20.8,30.36,49,91,3.64,CD,1728910860
526,kyshtovka,56.555,76.6271,1.75,56,97,2.64,RU,1728910862
527,paracuru,-3.41,-39.0306,30.59,55,2,7.37,BR,1728910863
528,acapulco de juarez,16.8634,-99.8901,23.19,78,25,2.25,MX,1728910864
529,midvagur,62.0511,-7.1939,10.46,93,100,5.66,FO,1728910865
530,mar del plata,-38.0023,-57.5575,18.3,82,75,4.12,AR,1728910435
531,solhan,38.9634,41.0293,20.55,38,99,5.63,TR,1728910867
532,khovd,48.0056,91.6419,5.79,62,63,0.41,MN,1728910841
533,teluk nibung,3.001,99.8164,25.21,90,95,0.77,ID,1728910869
534,springbok,-29.6643,17.8865,26.64,16,6,5.11,ZA,1728910870
535,malango,-2.9627,119.9001,19.75,98,100,0.53,ID,1728910873
536,quellon,-43.1167,-73.6167,10.19,80,17,1.37,CL,1728910874
537,bikenibeu village,1.3673,173.1241,27.98,78,20,4.12,KI,1728910875
538,sovetskaya gavan',48.9723,140.2878,11.0,64,100,2.58,RU,1728910876
539,chui,-33.6971,-53.4616,18.05,82,100,6.21,UY,1728910878
540,manjeshvar,12.7,74.8833,27.66,86,100,2.57,IN,1728910879
541,san mariano,7.5,126.0,24.06,93,100,1.06,PH,1728910880
542,batyrevo,55.0675,47.6111,7.59,29,0,5.91,RU,1728910881
543,shangqiu,34.45,115.65,21.48,56,7,1.87,CN,1728910882
544,sinop,41.7711,34.8709,13.37,94,100,2.26,TR,1728910884
545,aral,40.5156,81.2636,20.36,22,9,3.08,CN,1728910886
546,fort stockton,30.894,-102.8793,19.86,36,0,4.12,US,1728910887
547,ashmyany,54.425,25.9378,6.5,89,100,4.0,BY,1728910888
548,fernley,39.608,-119.2518,13.2,49,0,1.61,US,1728910890
549,wynyard,-41.0,145.7167,11.34,78,0,7.15,AU,1728910891
550,sainte-rose,16.3324,-61.6979,30.02,74,0,3.09,GP,1728910892
551,arvayheer,46.2639,102.775,1.09,66,14,2.7,MN,1728910893
552,plymouth,41.8334,-70.8328,13.14,95,100,2.06,US,1728910753
553,shubarshi,48.5872,57.1869,6.12,19,0,6.34,KZ,1728910895
554,alesund,62.4723,6.1549,8.52,64,20,1.54,NO,1728910705
555,antsiranana,-12.2787,49.2917,27.09,59,0,7.92,MG,1728910898
556,buala,-8.145,159.5921,26.75,83,31,2.77,SB,1728910899
557,phan rang-thap cham,11.5667,108.9833,26.02,90,100,1.12,VN,1728910864
558,colchani,-20.3,-66.9333,13.1,42,100,4.3,BO,1728910901
559,tqvarch'eli,42.8404,41.6801,17.95,85,100,1.21,GE,1728910902
560,tres palos,18.1833,-101.6167,21.33,93,91,1.31,MX,1728910903
561,nanao,37.05,136.9667,18.65,82,100,1.8,JP,1728910756
562,haldibari,26.3333,88.7667,25.54,73,30,1.34,IN,1728910905
563,galliano,29.4422,-90.2992,16.0,94,0,0.0,US,1728910906
564,nekrasovskoye,57.6766,40.3657,6.94,49,0,4.0,RU,1728910907
